[5, 'preprocessed/PRINCETON/train/plant/m974.ply', 'plant', 1772, 1209, 'triangles', 1.0, 0.3374956078391377, 0.19250901697385425, 1.0728294398118223, 3, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[670, 'preprocessed/PRINCETON/train/animal/m77.ply', 'animal', 5000, 2567, 'triangles', 1.0, 0.4485056490525883, 0.425521078903781, 1.1756808690386695, 602, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[671, 'preprocessed/PRINCETON/train/animal/m24.ply', 'animal', 5000, 2521, 'triangles', 0.9999999999999999, 0.8822860385080471, 0.4499374281964863, 1.4074346674138345, 603, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[673, 'preprocessed/PRINCETON/train/animal/m177.ply', 'animal', 5000, 2533, 'triangles', 0.9999999999999998, 0.3715102383539686, 0.2332337786729664, 1.0919788700867303, 604, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[674, 'preprocessed/PRINCETON/train/animal/m123.ply', 'animal', 4999, 2572, 'triangles', 1.0, 0.3009258456459729, 0.20675328260223005, 1.0645671817431446, 605, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[675, 'preprocessed/PRINCETON/train/animal/m209.ply', 'animal', 1464, 1134, 'triangles', 1.0, 0.3728211393379098, 0.29371674053340224, 1.1069169461196189, 606, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[676, 'preprocessed/PRINCETON/train/animal/m228.ply', 'animal', 4997, 2057, 'triangles', 1.0, 0.9776444002087347, 0.3653632837071417, 1.4454338111241074, 607, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[677, 'preprocessed/PRINCETON/train/animal/m81.ply', 'animal', 4988, 2561, 'triangles', 1.0, 0.285340936517551, 0.40113557391379767, 1.1145982229987021, 608, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[678, 'preprocessed/PRINCETON/train/animal/m70.ply', 'animal', 4999, 2553, 'triangles', 0.9999999999999999, 0.4519173177284248, 0.25310716832705016, 1.1261849318479589, 609, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[679, 'preprocessed/PRINCETON/train/animal/m193.ply', 'animal', 5000, 2557, 'triangles', 1.0, 0.5462729454427055, 0.360893186295978, 1.1952648337659368, 610, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[680, 'preprocessed/PRINCETON/train/animal/m17.ply', 'animal', 4160, 2138, 'triangles', 1.0, 0.651618672286923, 0.3373859316685639, 1.2403371158523142, 611, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[681, 'preprocessed/PRINCETON/train/animal/m93.ply', 'animal', 5000, 2546, 'triangles', 1.0, 0.6127432214512344, 0.2542145362825247, 1.2000330353335176, 612, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[682, 'preprocessed/PRINCETON/train/animal/m240.ply', 'animal', 5000, 2540, 'triangles', 0.9999999999999999, 0.9243964376719807, 0.17146479720211566, 1.3725556275285204, 613, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[683, 'preprocessed/PRINCETON/train/animal/m254.ply', 'animal', 5000, 2606, 'triangles', 1.0, 0.684218738896664, 0.14967383439724247, 1.22088391723395, 614, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[684, 'preprocessed/PRINCETON/train/animal/m5.ply', 'animal', 4999, 2698, 'triangles', 0.9999999999999999, 0.6825785246829664, 0.48913924572548745, 1.3058218270756825, 615, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[686, 'preprocessed/PRINCETON/train/animal/m183.ply', 'animal', 5000, 2556, 'triangles', 1.0, 0.9102408715559853, 0.3559903550885339, 1.3983088275367, 616, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[687, 'preprocessed/PRINCETON/train/animal/m143.ply', 'animal', 4991, 2596, 'triangles', 1.0, 0.4043602862207881, 0.17370540874342408, 1.092557005423185, 617, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[688, 'preprocessed/PRINCETON/train/animal/m276.ply', 'animal', 5000, 2510, 'triangles', 1.0, 0.36927028527097744, 0.12179393112521099, 1.0729372326669635, 618, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[689, 'preprocessed/PRINCETON/train/animal/m226.ply', 'animal', 5000, 2504, 'triangles', 1.0, 0.8722908733297619, 0.2572101513012981, 1.3516835538049707, 619, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[690, 'preprocessed/PRINCETON/train/animal/m191.ply', 'animal', 4999, 2549, 'triangles', 1.0, 0.523895559939503, 0.2099700083985168, 1.1482830496664134, 620, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[691, 'preprocessed/PRINCETON/train/animal/m151.ply', 'animal', 5000, 2512, 'triangles', 1.0, 0.28779620075948537, 0.2265555711457622, 1.064966703699593, 621, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[692, 'preprocessed/PRINCETON/train/animal/m7.ply', 'animal', 4999, 2523, 'triangles', 1.0, 0.5495946943963046, 0.46186102857128664, 1.2310036303039462, 622, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[693, 'preprocessed/PRINCETON/train/animal/m21.ply', 'animal', 5000, 2552, 'triangles', 1.0, 0.8451007909689339, 0.6154768288439683, 1.4467228738566849, 623, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[694, 'preprocessed/PRINCETON/train/animal/m96.ply', 'animal', 5000, 2533, 'triangles', 1.0, 0.568097887672729, 0.24676735609871522, 1.1762777469688723, 624, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[695, 'preprocessed/PRINCETON/train/animal/m165.ply', 'animal', 1248, 969, 'triangles', 1.0, 0.3272344626014294, 0.1841317785932434, 1.0681698860209257, 625, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[696, 'preprocessed/PRINCETON/train/animal/m18.ply', 'animal', 5000, 2588, 'triangles', 1.0, 0.8020321010178215, 0.42359437495122715, 1.3500695113783518, 626, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[697, 'preprocessed/PRINCETON/train/animal/m267.ply', 'animal', 5000, 2924, 'triangles', 1.0, 0.6929305176316509, 0.25769366546016104, 1.2436071435479779, 627, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[700, 'preprocessed/PRINCETON/train/animal/m207.ply', 'animal', 5000, 2724, 'triangles', 1.0, 0.34064152098486333, 0.336136749105988, 1.1086138010679927, 629, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[702, 'preprocessed/PRINCETON/train/animal/m76.ply', 'animal', 5000, 2501, 'triangles', 1.0, 0.34084688672473, 0.38896548165100575, 1.1258200327343353, 630, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[703, 'preprocessed/PRINCETON/train/animal/m23.ply', 'animal', 5000, 2524, 'triangles', 1.0, 0.5017224066454725, 0.4205314451745942, 1.1952288775421875, 631, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[704, 'preprocessed/PRINCETON/train/animal/m238.ply', 'animal', 5000, 2706, 'triangles', 1.0, 0.946415702979868, 0.19669913677817802, 1.3908246594219411, 632, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[705, 'preprocessed/PRINCETON/train/animal/m94.ply', 'animal', 4999, 2656, 'triangles', 1.0, 0.673583984375, 0.221923828125, 1.2259549622625436, 633, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[706, 'preprocessed/PRINCETON/train/animal/m169.ply', 'animal', 4999, 2569, 'triangles', 1.0, 0.30680196063922716, 0.20864211634107988, 1.066610976768643, 634, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[707, 'preprocessed/PRINCETON/train/animal/m217.ply', 'animal', 4909, 2872, 'triangles', 0.9999999999999999, 0.3363306625774582, 0.2439775420866445, 1.0828865848427676, 635, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[708, 'preprocessed/PRINCETON/train/animal/m147.ply', 'animal', 4999, 2714, 'triangles', 0.9999999999999999, 0.34589884696190126, 0.2150255111517836, 1.0797601505777374, 636, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[709, 'preprocessed/PRINCETON/train/animal/m185.ply', 'animal', 5000, 2581, 'triangles', 1.0, 0.2776213551413919, 0.3004510981642317, 1.0804371704169733, 637, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[710, 'preprocessed/PRINCETON/train/animal/m195.ply', 'animal', 4999, 2562, 'triangles', 0.9999999999999999, 0.4938178731925975, 0.21968735213957274, 1.1367139589952069, 638, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[711, 'preprocessed/PRINCETON/train/animal/m272.ply', 'animal', 4999, 2517, 'triangles', 0.9999999999999998, 0.44819369123238273, 0.19950491446083277, 1.1138580680475103, 639, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[712, 'preprocessed/PRINCETON/train/animal/m250.ply', 'animal', 5000, 2597, 'triangles', 1.0000000000000002, 0.7291674426452769, 0.1788191137972067, 1.2504644876497182, 640, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[713, 'preprocessed/PRINCETON/train/animal/m145.ply', 'animal', 5000, 2502, 'triangles', 1.0, 0.6189515512666568, 0.19407413240277385, 1.1919588045244225, 641, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[715, 'preprocessed/PRINCETON/train/animal/m141.ply', 'animal', 5000, 3050, 'triangles', 1.0, 0.3082846045328025, 0.29485310442317453, 1.0871880014882107, 642, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[716, 'preprocessed/PRINCETON/train/animal/m268.ply', 'animal', 5000, 2510, 'triangles', 0.9999999999999999, 0.36913844073855284, 0.18907723971130622, 1.0825956729119772, 643, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[717, 'preprocessed/PRINCETON/train/animal/m224.ply', 'animal', 5000, 2487, 'triangles', 0.986413481107094, 0.9999999999999999, 0.18242908876729647, 1.4164363480715543, 644, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[718, 'preprocessed/PRINCETON/train/animal/m135.ply', 'animal', 4999, 2589, 'triangles', 0.9999999999999999, 0.29499996066582346, 0.25080476299856075, 1.0723469615453767, 645, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[719, 'preprocessed/PRINCETON/train/animal/m197.ply', 'animal', 5000, 3051, 'triangles', 1.0, 0.28514608578211514, 0.1553322895198055, 1.051397360850942, 646, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[720, 'preprocessed/PRINCETON/train/animal/m99.ply', 'animal', 5000, 2506, 'triangles', 0.9999999999999999, 0.5484154829096933, 0.32805851053162965, 1.1867526819970973, 647, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[721, 'preprocessed/PRINCETON/train/animal/m72.ply', 'animal', 5000, 2540, 'triangles', 1.0, 0.4537948260668015, 0.24867728509245712, 1.1259529902646708, 648, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[722, 'preprocessed/PRINCETON/train/animal/m153.ply', 'animal', 4999, 2680, 'triangles', 1.0000000000000002, 0.31634659648088337, 0.21041046982976763, 1.0697419010766207, 649, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[723, 'preprocessed/PRINCETON/train/animal/m218.ply', 'animal', 5000, 2512, 'triangles', 1.0, 0.7430565848505234, 0.37231225745989427, 1.3002882393318052, 650, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[724, 'preprocessed/PRINCETON/train/animal/m236.ply', 'animal', 4999, 2618, 'triangles', 0.9814311430276657, 1.0000000000000002, 0.2253142013729337, 1.4191453688205848, 651, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[725, 'preprocessed/PRINCETON/train/animal/m79.ply', 'animal', 4999, 2694, 'triangles', 0.9999999999999999, 0.28116112646498403, 0.23473117069713445, 1.06496492971924, 652, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[726, 'preprocessed/PRINCETON/train/animal/m159.ply', 'animal', 5000, 2557, 'triangles', 0.9999999999999999, 0.330854709171621, 0.17352702805158382, 1.0675094697685135, 653, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[728, 'preprocessed/PRINCETON/train/animal/m19.ply', 'animal', 4999, 2950, 'triangles', 1.0, 0.6489965468251843, 0.351663216459709, 1.2429253942219547, 654, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[729, 'preprocessed/PRINCETON/train/animal/m20.ply', 'animal', 4999, 2610, 'triangles', 1.0, 0.9670810386797785, 0.3651299217223131, 1.4382508804485057, 655, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[730, 'preprocessed/PRINCETON/train/animal/m157.ply', 'animal', 5000, 2532, 'triangles', 1.0, 0.3971380756844817, 0.26474831914095776, 1.1080660285589192, 656, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[731, 'preprocessed/PRINCETON/train/animal/m220.ply', 'animal', 4999, 2588, 'triangles', 1.0, 0.9412770446059693, 0.19820869619461298, 1.3875478953712972, 657, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[732, 'preprocessed/PRINCETON/train/animal/m78.ply', 'animal', 5000, 2618, 'triangles', 1.0, 0.4527275080388714, 0.39790362882724684, 1.1675998862491284, 658, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[733, 'preprocessed/PRINCETON/train/animal/m189.ply', 'animal', 4999, 2563, 'triangles', 1.0, 0.2759782746722397, 0.13846194439894327, 1.0465828768605965, 659, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[734, 'preprocessed/PRINCETON/train/animal/m258.ply', 'animal', 4999, 2510, 'triangles', 1.0, 0.6929828571755612, 0.13983825590711174, 1.224655044555138, 660, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[735, 'preprocessed/PRINCETON/train/animal/m49.ply', 'animal', 4970, 2628, 'triangles', 0.9999999999999999, 0.859769375803136, 0.6706072836133686, 1.4794990734719013, 661, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[736, 'preprocessed/PRINCETON/train/animal/m98.ply', 'animal', 5000, 2513, 'triangles', 1.0, 0.5671563713909146, 0.2537697133349268, 1.17731279489157, 662, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[737, 'preprocessed/PRINCETON/train/animal/m274.ply', 'animal', 4999, 2504, 'triangles', 1.0, 0.5503918509238064, 0.23884168651186274, 1.1661803208677313, 663, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[738, 'preprocessed/PRINCETON/train/animal/m163.ply', 'animal', 5000, 2550, 'triangles', 1.0, 0.28673434546360604, 0.16846133779238467, 1.0538480949355284, 664, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[739, 'preprocessed/PRINCETON/train/animal/m95.ply', 'animal', 5000, 2502, 'triangles', 1.0000000000000002, 0.4676480675749839, 0.23611961480642737, 1.128914163080149, 665, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[741, 'preprocessed/PRINCETON/train/animal/m125.ply', 'animal', 5000, 2500, 'triangles', 1.0, 0.3271655498896868, 0.2569208399641176, 1.0830723037002141, 666, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[742, 'preprocessed/PRINCETON/train/animal/m52.ply', 'animal', 5000, 2514, 'triangles', 1.0, 0.5734318027603105, 0.9536153595363264, 1.4960635970307334, 667, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[743, 'preprocessed/PRINCETON/train/animal/m187.ply', 'animal', 5000, 2554, 'triangles', 1.0, 0.5634868686439187, 0.4474626831570324, 1.2319660319798673, 668, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[744, 'preprocessed/PRINCETON/train/animal/m6.ply', 'animal', 4999, 2655, 'triangles', 1.0, 0.6704143905630592, 0.6390257288672805, 1.3630147971421283, 669, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[745, 'preprocessed/PRINCETON/train/animal/m199.ply', 'animal', 5000, 2572, 'triangles', 0.9999999999999999, 0.3699032833511246, 0.20636009906803426, 1.0860077944109383, 670, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[746, 'preprocessed/PRINCETON/train/animal/m179.ply', 'animal', 5000, 2524, 'triangles', 1.0, 0.3841544206819204, 0.1662543577134303, 1.084073397140695, 671, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[747, 'preprocessed/PRINCETON/train/animal/m256.ply', 'animal', 5000, 2555, 'triangles', 1.0, 0.6147915402964725, 0.47189194031100723, 1.2651682265021504, 672, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[748, 'preprocessed/PRINCETON/train/animal/m101.ply', 'animal', 5000, 2553, 'triangles', 0.9999999999999999, 0.6606442244970531, 0.39004458907142464, 1.2603910396480962, 673, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[749, 'preprocessed/PRINCETON/train/animal/m127.ply', 'animal', 4999, 2825, 'triangles', 0.9999999999999999, 0.2951149258067196, 0.16442947817602155, 1.0555235064777782, 674, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[750, 'preprocessed/PRINCETON/train/animal/m230.ply', 'animal', 5000, 2698, 'triangles', 1.0, 0.9214210795951984, 0.19774309906858017, 1.374088475736416, 675, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[751, 'preprocessed/PRINCETON/train/animal/m248.ply', 'animal', 5000, 2610, 'triangles', 1.0, 0.9360779720369563, 0.16306686372672521, 1.3794320468143733, 676, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[752, 'preprocessed/PRINCETON/train/animal/m246.ply', 'animal', 5000, 2708, 'triangles', 1.0, 0.8061791606139318, 0.17214179033781418, 1.2959774824389858, 677, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[755, 'preprocessed/PRINCETON/train/animal/m100.ply', 'animal', 5000, 2502, 'triangles', 1.0, 0.4923929614571647, 0.5558542806616535, 1.24556204575382, 679, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[756, 'preprocessed/PRINCETON/train/animal/m80.ply', 'animal', 5000, 2589, 'triangles', 0.9999999999999999, 0.39342016014108844, 0.2980918128231262, 1.1151852542414722, 680, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[757, 'preprocessed/PRINCETON/train/animal/m273.ply', 'animal', 5000, 2514, 'triangles', 1.0, 0.2854794244946003, 0.1875656660663802, 1.056730514793953, 681, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[758, 'preprocessed/PRINCETON/train/animal/m173.ply', 'animal', 5000, 2700, 'triangles', 0.9999999999999999, 0.27559362621281686, 0.15783241295156236, 1.0492201472461544, 682, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[759, 'preprocessed/PRINCETON/train/animal/m203.ply', 'animal', 5000, 2516, 'triangles', 1.0, 0.33928275466079505, 0.18865593237465095, 1.0727086503008942, 683, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[760, 'preprocessed/PRINCETON/train/animal/m97.ply', 'animal', 4999, 2515, 'triangles', 1.0, 0.5942914689750627, 0.25436924579578346, 1.1907502102889815, 684, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[762, 'preprocessed/PRINCETON/train/animal/m102.ply', 'animal', 5000, 2534, 'triangles', 0.9999999999999999, 0.4825094481142383, 0.41105907634655753, 1.183969987696644, 685, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[763, 'preprocessed/PRINCETON/train/animal/m269.ply', 'animal', 5000, 2502, 'triangles', 0.9999999999999999, 0.42284664791180426, 0.2343801479758119, 1.1107354957033706, 686, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[764, 'preprocessed/PRINCETON/train/animal/m51.ply', 'animal', 5000, 2510, 'triangles', 0.9999999999999999, 0.5542627286140898, 0.4230581803143749, 1.219092037650007, 687, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[765, 'preprocessed/PRINCETON/train/animal/m161.ply', 'animal', 5000, 2633, 'triangles', 1.0000000000000002, 0.3680675385421132, 0.2107346168813279, 1.0862240982783298, 688, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[766, 'preprocessed/PRINCETON/train/animal/m232.ply', 'animal', 5000, 2502, 'triangles', 1.0, 0.9083932329272002, 0.3037650853428665, 1.384720727331432, 689, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[767, 'preprocessed/PRINCETON/train/animal/m75.ply', 'animal', 4999, 2559, 'triangles', 1.0000000000000002, 0.5357149958666194, 0.27958191009491495, 1.1683991617802083, 690, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[768, 'preprocessed/PRINCETON/train/animal/m133.ply', 'animal', 4999, 2719, 'triangles', 0.9999999999999999, 0.3176843733905397, 0.22005744744640543, 1.0720767888883553, 691, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[769, 'preprocessed/PRINCETON/train/animal/m48.ply', 'animal', 5000, 2536, 'triangles', 1.0, 0.4856818624063478, 0.4536118275325165, 1.2006875370169743, 692, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[770, 'preprocessed/PRINCETON/train/animal/m215.ply', 'animal', 4272, 2167, 'triangles', 1.0, 0.2836226668099719, 0.1565198945889477, 1.0511614027020473, 693, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[771, 'preprocessed/PRINCETON/train/miscellaneous/m1655.ply', 'miscellaneous', 4990, 5238, 'triangles', 1.0, 0.7044103517451745, 0.3394236240890381, 1.269410233232542, 694, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[772, 'preprocessed/PRINCETON/train/miscellaneous/m1670.ply', 'miscellaneous', 3526, 2031, 'triangles', 1.0, 0.3321787215949944, 0.05231690934025907, 1.0550259532748008, 695, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[774, 'preprocessed/PRINCETON/train/miscellaneous/m294.ply', 'miscellaneous', 5000, 2566, 'triangles', 1.0000000000000002, 0.8490763491898656, 0.988519764998718, 1.6425900196174066, 696, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[775, 'preprocessed/PRINCETON/train/miscellaneous/m1681.ply', 'miscellaneous', 5000, 2524, 'triangles', 1.0, 0.4107818647482767, 0.04343770922541058, 1.0819559025158203, 697, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[776, 'preprocessed/PRINCETON/train/miscellaneous/m577.ply', 'miscellaneous', 4256, 2535, 'triangles', 1.0, 0.6689096500593317, 0.2476327965383765, 1.22831678400318, 698, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[777, 'preprocessed/PRINCETON/train/miscellaneous/m1758.ply', 'miscellaneous', 5000, 2514, 'triangles', 1.0, 0.5732452085554951, 0.5731617553158992, 1.2872934657212534, 699, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[778, 'preprocessed/PRINCETON/train/miscellaneous/m1651.ply', 'miscellaneous', 3906, 3013, 'triangles', 1.0, 0.9996320510730099, 0.26245327414271324, 1.4381049887406214, 700, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[779, 'preprocessed/PRINCETON/train/miscellaneous/m372.ply', 'miscellaneous', 5000, 2502, 'triangles', 1.0, 0.48653060592361286, 0.37306568267804857, 1.1729833903736389, 701, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[780, 'preprocessed/PRINCETON/train/miscellaneous/m1663.ply', 'miscellaneous', 4663, 3503, 'triangles', 1.0, 0.8442811452755767, 0.5192172848212175, 1.407976292813539, 702, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[781, 'preprocessed/PRINCETON/train/miscellaneous/m290.ply', 'miscellaneous', 5000, 2646, 'triangles', 0.9161634383510844, 1.0, 0.3632650657113684, 1.4040359517254413, 703, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[782, 'preprocessed/PRINCETON/train/miscellaneous/m306.ply', 'miscellaneous', 5000, 2719, 'triangles', 1.0, 0.7327960652675094, 0.7931549338782791, 1.4717624884494784, 704, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[783, 'preprocessed/PRINCETON/train/miscellaneous/m1622.ply', 'miscellaneous', 4991, 2501, 'triangles', 0.9999999999999999, 0.7000875122766069, 0.8265229111568974, 1.4741989850467678, 705, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[784, 'preprocessed/PRINCETON/train/miscellaneous/m573.ply', 'miscellaneous', 5000, 2511, 'triangles', 1.0, 0.3056295845328388, 0.13152796203050465, 1.0539018207298123, 706, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[785, 'preprocessed/PRINCETON/train/miscellaneous/m371.ply', 'miscellaneous', 5000, 2541, 'triangles', 1.0, 0.8201024678688846, 0.8731948933168081, 1.5604606305572681, 707, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[786, 'preprocessed/PRINCETON/train/miscellaneous/m1788.ply', 'miscellaneous', 5000, 2536, 'triangles', 1.0, 0.2201455726526962, 0.04516509331865787, 1.0249409538178609, 708, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[788, 'preprocessed/PRINCETON/train/miscellaneous/m343.ply', 'miscellaneous', 4999, 2627, 'triangles', 0.9999999999999999, 0.6714893317658305, 0.7636542309022277, 1.426206754664342, 709, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[789, 'preprocessed/PRINCETON/train/miscellaneous/m1676.ply', 'miscellaneous', 5000, 2514, 'triangles', 1.0, 0.21831170866015814, 0.04288435015131123, 1.024450618441913, 710, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[790, 'preprocessed/PRINCETON/train/miscellaneous/m320.ply', 'miscellaneous', 4999, 2636, 'triangles', 1.0, 0.6647878103532844, 0.43979292242416135, 1.2788122017750294, 711, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[791, 'preprocessed/PRINCETON/train/miscellaneous/m114.ply', 'miscellaneous', 5000, 2685, 'triangles', 1.0000000000000002, 0.3300745681936468, 0.1594252141551994, 1.065066016487548, 712, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[792, 'preprocessed/PRINCETON/train/miscellaneous/m1757.ply', 'miscellaneous', 5000, 2520, 'triangles', 0.9404749589910177, 1.0, 0.5977066567824888, 1.4972462710093006, 713, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[793, 'preprocessed/PRINCETON/train/miscellaneous/m284.ply', 'miscellaneous', 5000, 2507, 'triangles', 1.0000000000000002, 0.7937173050000041, 0.7940674995983534, 1.5035060206646502, 714, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[794, 'preprocessed/PRINCETON/train/miscellaneous/m289.ply', 'miscellaneous', 4999, 2629, 'triangles', 0.9999999999999998, 0.9296868003178369, 0.6492845740361548, 1.5119153431216075, 715, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[795, 'preprocessed/PRINCETON/train/miscellaneous/m310.ply', 'miscellaneous', 4999, 2558, 'triangles', 1.0, 0.6447049081019405, 0.46741151771145817, 1.2783262280889258, 716, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
[796, 'preprocessed/PRINCETON/train/miscellaneous/m113.ply', 'miscellaneous', 4999, 2837, 'triangles', 1.0, 0.3029577254111371, 0.1566009168688614, 1.0565544143821737, 717, datetime.datetime(2022, 10, 9, 7, 36, 40, 726300)]
